App,Category,Rating,Reviews,Size_MBs,Installs,Type,Price,Content_Rating,Genres,Last_Updated,Android_Ver
Flight Simulator: Fly Plane 3D,FAMILY,4,660613,21,"50,000,000",Free,0,Everyone,Simulation,1-Mar-17,2.3 and up
Photo Effects Pro,PHOTOGRAPHY,4.4,1494491,21,"50,000,000",Free,0,Everyone,Photography,21-Mar-17,3.1 and up
Photo Editor by Aviary,PHOTOGRAPHY,4.4,1490732,21,"50,000,000",Free,0,Everyone,Photography,19-Jul-18,4.1 and up
Photo Editor by Aviary,PHOTOGRAPHY,4.4,1490722,21,"50,000,000",Free,0,Everyone,Photography,19-Jul-18,4.1 and up
Frozen Free Fall,FAMILY,4.3,1574197,37,"50,000,000",Free,0,Everyone,Puzzle;Action & Adventure,27-Jul-18,4.2 and up
Frozen Free Fall,FAMILY,4.3,1574204,37,"50,000,000",Free,0,Everyone,Puzzle;Action & Adventure,27-Jul-18,4.2 and up
Frozen Free Fall,FAMILY,4.3,1574546,37,"50,000,000",Free,0,Everyone,Puzzle;Action & Adventure,27-Jul-18,4.2 and up
EA SPORTS UFC®,SPORTS,4.5,2371338,37,"50,000,000",Free,0,Teen,Sports,24-Jul-17,2.3.3 and up
QR Code Reader,TOOLS,4,495971,2.7,"50,000,000",Free,0,Everyone,Tools,16-Mar-16,2.3.3 and up
Vote for,VIDEO_PLAYERS,4.2,193381,17,"50,000,000",Free,0,Teen,Video Players & Editors,3-Aug-18,4.0.3 and up
VMate,VIDEO_PLAYERS,4.2,192677,17,"50,000,000",Free,0,Teen,Video Players & Editors,3-Aug-18,4.0.3 and up
Pixlr – Free Photo Editor,PHOTOGRAPHY,4.4,1163232,31,"50,000,000",Free,0,Everyone,Photography,20-Jul-18,4.0.3 and up
Anger of stick 5 : zombie,GAME,4.5,549039,23,"50,000,000",Free,0,Teen,Action,3-Aug-18,2.3 and up
Anger of stick 5 : zombie,GAME,4.5,547644,23,"50,000,000",Free,0,Teen,Action,3-Aug-18,2.3 and up
"CM Browser - Ad Blocker , Fast Download , Privacy",COMMUNICATION,4.6,2264916,6.1,"50,000,000",Free,0,Everyone,Communication,31-Jul-18,4.0 and up
"CM Browser - Ad Blocker , Fast Download , Privacy",COMMUNICATION,4.6,2265084,6.1,"50,000,000",Free,0,Everyone,Communication,31-Jul-18,4.0 and up
SuperVPN Free VPN Client,TOOLS,4.3,576454,6.1,"50,000,000",Free,0,Everyone,Tools,5-Feb-18,4.0.3 and up
Samsung Video Library,VIDEO_PLAYERS,4.4,25922,6.1,"50,000,000",Free,0,Everyone,Video Players & Editors,9-May-18,7.0 and up
File Browser by Astro (File Manager),PRODUCTIVITY,4.3,609182,9.2,"50,000,000",Free,0,Everyone,Productivity,2-Jul-18,4.0 and up
Weather & Clock Widget for Android,WEATHER,4.4,2371543,11,"50,000,000",Free,0,Everyone,Weather,4-Jun-18,4.0.3 and up
Amazon Prime Video,ENTERTAINMENT,4.2,411683,24,"50,000,000",Free,0,Teen,Entertainment,2-Aug-18,4.1 and up
Hello Kitty Nail Salon,GAME,4.2,369203,24,"50,000,000",Free,0,Everyone,Casual;Pretend Play,17-Apr-18,4.1 and up
Castle Clash: Heroes of the Empire US,GAME,4.6,4578476,24,"50,000,000",Free,0,Everyone 10+,Strategy,17-Jul-18,4.1 and up
Hello Kitty Nail Salon,FAMILY,4.2,369378,24,"50,000,000",Free,0,Everyone,Casual;Pretend Play,17-Apr-18,4.1 and up
Castle Clash: Heroes of the Empire US,FAMILY,4.6,4578890,24,"50,000,000",Free,0,Everyone 10+,Strategy,17-Jul-18,4.1 and up
Indeed Job Search,BUSINESS,4.3,674730,7.2,"50,000,000",Free,0,Everyone,Business,21-May-18,Varies with device
Docs To Go™ Free Office Suite,BUSINESS,4.1,217730,7.2,"50,000,000",Free,0,Everyone,Business,2-Apr-18,Varies with device
Facebook Pages Manager,BUSINESS,4,1279184,7.2,"50,000,000",Free,0,Everyone,Business,2-Aug-18,Varies with device
Docs To Go™ Free Office Suite,BUSINESS,4.1,217730,7.2,"50,000,000",Free,0,Everyone,Business,2-Apr-18,Varies with device
"Vault-Hide SMS,Pics & Videos,App Lock,Cloud backup",BUSINESS,4.5,984451,7.2,"50,000,000",Free,0,Everyone,Business,2-Aug-18,Varies with device
Facebook Pages Manager,BUSINESS,4,1279800,7.2,"50,000,000",Free,0,Everyone,Business,6-Aug-18,Varies with device
Contacts,COMMUNICATION,4.3,66602,3.5,"50,000,000",Free,0,Everyone,Communication,26-Jun-18,5.0 and up
free video calls and chat,COMMUNICATION,4.2,594728,3.5,"50,000,000",Free,0,Everyone,Communication,19-Jul-18,4.4 and up
"Dolphin Browser - Fast, Private & Adblock🐬",COMMUNICATION,4.5,2511130,3.5,"50,000,000",Free,0,Everyone,Communication,2-Jul-18,Varies with device
Mail.Ru - Email App,COMMUNICATION,4.6,837842,3.5,"50,000,000",Free,0,Everyone,Communication,3-Aug-18,Varies with device
free video calls and chat,COMMUNICATION,4.2,594728,3.5,"50,000,000",Free,0,Everyone,Communication,19-Jul-18,4.4 and up
Azar,COMMUNICATION,4.2,1092337,3.5,"50,000,000",Free,0,Mature 17+,Communication,24-Jul-18,Varies with device
free video calls and chat,COMMUNICATION,4.2,594720,3.5,"50,000,000",Free,0,Everyone,Communication,19-Jul-18,4.4 and up
Zalo – Video Call,COMMUNICATION,4.2,1042170,3.5,"50,000,000",Free,0,Everyone,Communication,27-Jul-18,Varies with device
YouTube Kids,ENTERTAINMENT,4.5,470089,9.35,"50,000,000",Free,0,Everyone,Entertainment;Music & Video,3-Aug-18,4.1 and up
Twitch: Livestream Multiplayer Games & Esports,ENTERTAINMENT,4.6,2133296,9.35,"50,000,000",Free,0,Teen,Entertainment,31-Jul-18,Varies with device
Calorie Counter - MyFitnessPal,HEALTH_AND_FITNESS,4.6,1873516,8.8,"50,000,000",Free,0,Everyone,Health & Fitness,31-Jul-18,Varies with device
Calorie Counter - MyFitnessPal,HEALTH_AND_FITNESS,4.6,1873523,8.8,"50,000,000",Free,0,Everyone,Health & Fitness,31-Jul-18,Varies with device
Calorie Counter - MyFitnessPal,HEALTH_AND_FITNESS,4.6,1873520,8.8,"50,000,000",Free,0,Everyone,Health & Fitness,31-Jul-18,Varies with device
Calorie Counter - MyFitnessPal,HEALTH_AND_FITNESS,4.6,1873520,8.8,"50,000,000",Free,0,Everyone,Health & Fitness,31-Jul-18,Varies with device
Calorie Counter - MyFitnessPal,HEALTH_AND_FITNESS,4.6,1873523,8.8,"50,000,000",Free,0,Everyone,Health & Fitness,31-Jul-18,Varies with device
Kick the Buddy,GAME,4.3,1000417,36,"50,000,000",Free,0,Teen,Action,5-Jul-18,4.4 and up
Magic Tiles 3,GAME,4.5,592068,36,"50,000,000",Free,0,Everyone,Music,3-Aug-18,4.1 and up
Gardenscapes,GAME,4.6,4128732,36,"50,000,000",Free,0,Everyone,Casual,13-Jul-18,4.0.3 and up
Toy Blast,GAME,4.7,1889250,36,"50,000,000",Free,0,Everyone,Puzzle,23-Jul-18,4.1 and up
Bowmasters,GAME,4.7,1534466,36,"50,000,000",Free,0,Teen,Action,23-Jul-18,4.1 and up
Kick the Buddy,GAME,4.3,1000417,36,"50,000,000",Free,0,Teen,Action,5-Jul-18,4.4 and up
Magic Tiles 3,GAME,4.5,592282,36,"50,000,000",Free,0,Everyone,Music,3-Aug-18,4.1 and up
Bowmasters,GAME,4.7,1535084,36,"50,000,000",Free,0,Teen,Action,23-Jul-18,4.1 and up
Episode - Choose Your Story,GAME,4.3,1841061,36,"50,000,000",Free,0,Teen,Simulation,31-Jul-18,Varies with device
Toy Blast,GAME,4.7,1889582,36,"50,000,000",Free,0,Everyone,Puzzle,23-Jul-18,4.1 and up
Gardenscapes,GAME,4.6,4129665,36,"50,000,000",Free,0,Everyone,Casual,13-Jul-18,4.0.3 and up
Magic Tiles 3,GAME,4.5,592504,36,"50,000,000",Free,0,Everyone,Music,3-Aug-18,4.1 and up
Bowmasters,GAME,4.7,1535973,36,"50,000,000",Free,0,Teen,Action,23-Jul-18,4.1 and up
Doodle Jump,GAME,4.3,1083571,36,"50,000,000",Free,0,Everyone,Arcade,20-Jul-18,Varies with device
Bowmasters,GAME,4.7,1535973,36,"50,000,000",Free,0,Teen,Action,23-Jul-18,4.1 and up
Kick the Buddy,GAME,4.3,1003269,36,"50,000,000",Free,0,Teen,Action,5-Jul-18,4.4 and up
DEAD TARGET: FPS Zombie Apocalypse Survival Games,GAME,4.5,1468591,36,"50,000,000",Free,0,Mature 17+,Action,23-Jul-18,Varies with device
CATS: Crash Arena Turbo Stars,GAME,4.7,1559650,36,"50,000,000",Free,0,Everyone,Action,9-Jul-18,4.1 and up
Bowmasters,GAME,4.7,1536349,36,"50,000,000",Free,0,Teen,Action,23-Jul-18,4.1 and up
Magic Tiles 3,GAME,4.5,592504,36,"50,000,000",Free,0,Everyone,Music,3-Aug-18,4.1 and up
DEAD TARGET: FPS Zombie Apocalypse Survival Games,GAME,4.5,1468638,36,"50,000,000",Free,0,Mature 17+,Action,23-Jul-18,Varies with device
Word Search,GAME,4.2,344585,36,"50,000,000",Free,0,Everyone,Word,2-Jul-18,Varies with device
UNO ™ & Friends,GAME,4.1,1728557,36,"50,000,000",Free,0,Everyone,Card,20-Sep-17,Varies with device
► MultiCraft ― Free Miner! 👍,GAME,4.3,1305050,36,"50,000,000",Free,0,Everyone 10+,Adventure,29-Jul-18,4.1 and up
Perfect Piano,GAME,4.2,828489,36,"50,000,000",Free,0,Everyone,Music,4-Aug-18,Varies with device
Lep's World 🍀,GAME,4.3,696019,36,"50,000,000",Free,0,Everyone 10+,Arcade,26-May-18,4.1 and up
Words With Friends Classic,GAME,4.3,1704112,36,"50,000,000",Free,0,Everyone,Word,11-Jul-18,Varies with device
Bowmasters,GAME,4.7,1535581,36,"50,000,000",Free,0,Teen,Action,23-Jul-18,4.1 and up
Kick the Buddy,GAME,4.3,1004709,36,"50,000,000",Free,0,Teen,Action,5-Jul-18,4.4 and up
Piano Free - Keyboard with Magic Tiles Music Games,GAME,4.5,785622,36,"50,000,000",Free,0,Everyone,Music,29-Jun-18,4.1 and up
YouTube Kids,FAMILY,4.5,470694,19,"50,000,000",Free,0,Everyone,Entertainment;Music & Video,3-Aug-18,4.1 and up
YouTube Kids,FAMILY,4.5,470713,19,"50,000,000",Free,0,Everyone,Entertainment;Music & Video,3-Aug-18,4.1 and up
YouTube Kids,FAMILY,4.5,469851,19,"50,000,000",Free,0,Everyone,Entertainment;Music & Video,3-Aug-18,4.1 and up
Block! Hexa Puzzle™,FAMILY,4.5,472247,19,"50,000,000",Free,0,Everyone,Puzzle,31-Jul-18,4.1 and up
Dumb Ways to Die 2: The Games,FAMILY,4.2,1671658,19,"50,000,000",Free,0,Teen,Casual,12-Jul-18,Varies with device
Twitch: Livestream Multiplayer Games & Esports,FAMILY,4.6,2133047,19,"50,000,000",Free,0,Teen,Entertainment,31-Jul-18,Varies with device
Township,FAMILY,4.6,4451317,19,"50,000,000",Free,0,Everyone,Casual,19-Jul-18,4.0.3 and up
MY LITTLE PONY: Magic Princess,FAMILY,4.4,1309728,19,"50,000,000",Free,0,Everyone,Casual,11-Jul-18,Varies with device
Episode - Choose Your Story,FAMILY,4.3,1842381,19,"50,000,000",Free,0,Teen,Simulation,31-Jul-18,Varies with device
Mobile Strike,FAMILY,3.9,903392,19,"50,000,000",Free,0,Everyone 10+,Strategy,14-Jun-18,4.1 and up
Fart sound pranks,FAMILY,3.8,283823,19,"50,000,000",Free,0,Everyone 10+,Casual,23-Nov-16,Varies with device
"SKOUT - Meet, Chat, Go Live",SOCIAL,4.3,1064049,5.3,"50,000,000",Free,0,Mature 17+,Social,28-Jul-18,Varies with device
POF Free Dating App,SOCIAL,4.2,1175794,5.3,"50,000,000",Free,0,Mature 17+,Social,31-Jul-18,Varies with device
Zello PTT Walkie Talkie,SOCIAL,4.4,695613,5.3,"50,000,000",Free,0,Everyone,Social,2-Aug-18,Varies with device
POF Free Dating App,SOCIAL,4.2,1175815,5.3,"50,000,000",Free,0,Mature 17+,Social,31-Jul-18,Varies with device
"SKOUT - Meet, Chat, Go Live",SOCIAL,4.3,1064076,5.3,"50,000,000",Free,0,Mature 17+,Social,28-Jul-18,Varies with device
POF Free Dating App,SOCIAL,4.2,1175188,5.3,"50,000,000",Free,0,Mature 17+,Social,31-Jul-18,Varies with device
Zello PTT Walkie Talkie,SOCIAL,4.4,695576,5.3,"50,000,000",Free,0,Everyone,Social,2-Aug-18,Varies with device
Lazada - Online Shopping & Deals,SHOPPING,4.2,1573054,9.3,"50,000,000",Free,0,Everyone,Shopping,2-Aug-18,4.2 and up
The birth,SHOPPING,4.7,1084945,9.3,"50,000,000",Free,0,Teen,Shopping,3-Aug-18,Varies with device
Mercado Libre: Find your favorite brands,SHOPPING,4.7,3860225,9.3,"50,000,000",Free,0,Everyone,Shopping,3-Aug-18,Varies with device
Myntra Online Shopping App,SHOPPING,4.3,1315242,9.3,"50,000,000",Free,0,Everyone,Shopping,21-Jul-18,4.1 and up
"Groupon - Shop Deals, Discounts & Coupons",SHOPPING,4.6,1370749,9.3,"50,000,000",Free,0,Teen,Shopping,3-Aug-18,Varies with device
"Groupon - Shop Deals, Discounts & Coupons",SHOPPING,4.6,1370749,9.3,"50,000,000",Free,0,Teen,Shopping,3-Aug-18,Varies with device
"Groupon - Shop Deals, Discounts & Coupons",SHOPPING,4.6,1370749,9.3,"50,000,000",Free,0,Teen,Shopping,3-Aug-18,Varies with device
"Groupon - Shop Deals, Discounts & Coupons",SHOPPING,4.6,1371082,9.3,"50,000,000",Free,0,Teen,Shopping,3-Aug-18,Varies with device
Motorola Camera,PHOTOGRAPHY,3.6,219745,6.9,"50,000,000",Free,0,Everyone,Photography,25-Jan-16,Varies with device
Adobe Photoshop Express:Photo Editor Collage Maker,PHOTOGRAPHY,4.2,914804,6.9,"50,000,000",Free,0,Everyone,Photography,22-Jul-18,4.4 and up
InstaBeauty -Makeup Selfie Cam,PHOTOGRAPHY,4.3,654419,6.9,"50,000,000",Free,0,Everyone,Photography,1-Feb-18,4.0.3 and up
Selfie Camera - Photo Editor & Filter & Sticker,PHOTOGRAPHY,4.2,401820,6.9,"50,000,000",Free,0,Everyone,Photography,27-Apr-18,Varies with device
ASUS Gallery,PHOTOGRAPHY,4.3,125259,6.9,"50,000,000",Free,0,Everyone,Photography,2-Aug-18,Varies with device
InstaBeauty -Makeup Selfie Cam,PHOTOGRAPHY,4.3,654418,6.9,"50,000,000",Free,0,Everyone,Photography,1-Feb-18,4.0.3 and up
Photo Editor Selfie Camera Filter & Mirror Image,PHOTOGRAPHY,4.3,527247,6.9,"50,000,000",Free,0,Everyone,Photography,1-Feb-18,Varies with device
VSCO,PHOTOGRAPHY,4.4,753115,6.9,"50,000,000",Free,0,Everyone,Photography,3-Aug-18,4.4 and up
Photo Editor Selfie Camera Filter & Mirror Image,PHOTOGRAPHY,4.3,527248,6.9,"50,000,000",Free,0,Everyone,Photography,1-Feb-18,Varies with device
Pic Collage - Photo Editor,PHOTOGRAPHY,4.6,1451000,6.9,"50,000,000",Free,0,Everyone,Photography,19-Jul-18,Varies with device
"Video Editor Music,Cut,No Crop",PHOTOGRAPHY,4.7,2163282,6.9,"50,000,000",Free,0,Everyone,Photography,10-Jul-18,Varies with device
Adobe Photoshop Express:Photo Editor Collage Maker,PHOTOGRAPHY,4.2,914917,6.9,"50,000,000",Free,0,Everyone,Photography,22-Jul-18,4.4 and up
Snapseed,PHOTOGRAPHY,4.5,823109,6.9,"50,000,000",Free,0,Everyone,Photography,29-Jun-18,4.4 and up
Keepsafe Photo Vault: Hide Private Photos & Videos,PHOTOGRAPHY,4.6,1656808,6.9,"50,000,000",Free,0,Everyone,Photography,31-Jul-18,4.4 and up
SNOW - AR Camera,PHOTOGRAPHY,4.3,1017237,6.9,"50,000,000",Free,0,Everyone,Photography,30-Jul-18,4.3 and up
Boomerang from Instagram,PHOTOGRAPHY,4.4,928720,6.9,"50,000,000",Free,0,Everyone,Photography,16-Jul-18,Varies with device
"Photo Lab Picture Editor: face effects, art frames",PHOTOGRAPHY,4.5,1536512,6.9,"50,000,000",Free,0,Everyone,Photography,17-Jul-18,Varies with device
MomentCam Cartoons & Stickers,PHOTOGRAPHY,4.2,1260143,6.9,"50,000,000",Free,0,Everyone,Photography,12-Jul-18,Varies with device
NFL,SPORTS,4.1,459795,14,"50,000,000",Free,0,Everyone,Sports,2-Aug-18,Varies with device
NFL,SPORTS,4.1,459795,14,"50,000,000",Free,0,Everyone,Sports,2-Aug-18,Varies with device
NFL,SPORTS,4.1,459797,14,"50,000,000",Free,0,Everyone,Sports,2-Aug-18,Varies with device
Cricbuzz - Live Cricket Scores & News,SPORTS,4.5,838765,14,"50,000,000",Free,0,Everyone,Sports,18-May-18,Varies with device
Top Eleven 2018 - Be a Soccer Manager,SPORTS,4.4,3451011,14,"50,000,000",Free,0,Everyone,Sports,26-Jul-18,4.1 and up
Cricbuzz - Live Cricket Scores & News,SPORTS,4.5,838738,14,"50,000,000",Free,0,Everyone,Sports,18-May-18,Varies with device
trivago: Hotels & Travel,TRAVEL_AND_LOCAL,4.2,219848,12,"50,000,000",Free,0,Everyone,Travel & Local,2-Aug-18,Varies with device
trivago: Hotels & Travel,TRAVEL_AND_LOCAL,4.2,219848,12,"50,000,000",Free,0,Everyone,Travel & Local,2-Aug-18,Varies with device
VZ Navigator,TRAVEL_AND_LOCAL,4,16101,12,"50,000,000",Free,0,Everyone,Travel & Local,22-Jan-18,4.2 and up
2GIS: directory & navigator,TRAVEL_AND_LOCAL,4.5,768833,12,"50,000,000",Free,0,Everyone,Travel & Local,30-Jul-18,Varies with device
trivago: Hotels & Travel,TRAVEL_AND_LOCAL,4.2,219848,12,"50,000,000",Free,0,Everyone,Travel & Local,2-Aug-18,Varies with device
MAPS.ME – Offline Map and Travel Navigation,TRAVEL_AND_LOCAL,4.5,932870,12,"50,000,000",Free,0,Everyone,Travel & Local,27-Jul-18,4.0.3 and up
Motorola Assist,TOOLS,4.1,37333,3.4,"50,000,000",Free,0,Everyone,Tools,17-Jan-16,Varies with device
File Manager,TOOLS,4.6,739329,3.4,"50,000,000",Free,0,Everyone,Tools,17-Apr-18,Varies with device
Color Flashlight,TOOLS,4.2,472904,3.4,"50,000,000",Free,0,Everyone,Tools,14-Dec-17,Varies with device
Flashlight HD LED,TOOLS,4.3,618918,3.4,"50,000,000",Free,0,Everyone,Tools,28-Jul-18,Varies with device
T-Mobile Visual Voicemail,TOOLS,3.6,41502,3.4,"50,000,000",Free,0,Everyone,Tools,31-Jul-18,Varies with device
CM FILE MANAGER,TOOLS,4.4,953790,3.4,"50,000,000",Free,0,Everyone,Tools,5-Aug-18,Varies with device
DiskDigger photo recovery,TOOLS,4.2,227798,3.4,"50,000,000",Free,0,Everyone,Tools,6-Aug-18,Varies with device
Downloader & Private Browser,TOOLS,4.3,1072565,3.4,"50,000,000",Free,0,Everyone,Tools,25-Jul-18,Varies with device
RAR,TOOLS,4.4,669901,3.4,"50,000,000",Free,0,Everyone,Tools,7-Aug-18,Varies with device
Nova Launcher,PERSONALIZATION,4.6,1121805,6.15,"50,000,000",Free,0,Everyone,Personalization,14-May-18,Varies with device
Yandex Browser with Protect,PERSONALIZATION,4.5,1237135,6.15,"50,000,000",Free,0,Everyone,Personalization,18-Jul-18,Varies with device
Ringtone Maker,PERSONALIZATION,4.3,495905,6.15,"50,000,000",Free,0,Everyone,Personalization,29-Jul-18,Varies with device
Nova Launcher,PERSONALIZATION,4.6,1121805,6.15,"50,000,000",Free,0,Everyone,Personalization,14-May-18,Varies with device
Yandex Browser with Protect,PERSONALIZATION,4.5,1235841,6.15,"50,000,000",Free,0,Everyone,Personalization,18-Jul-18,Varies with device
Ringtone Maker,PERSONALIZATION,4.3,495748,6.15,"50,000,000",Free,0,Everyone,Personalization,29-Jul-18,Varies with device
Calculator - unit converter,PRODUCTIVITY,4.7,287250,4,"50,000,000",Free,0,Everyone,Productivity,9-May-18,Varies with device
Do It Later: Tasks & To-Dos,PRODUCTIVITY,4.5,123412,4,"50,000,000",Free,0,Everyone,Productivity,13-Apr-18,Varies with device
Verizon Cloud,PRODUCTIVITY,4.3,185632,4,"50,000,000",Free,0,Everyone,Productivity,18-Jul-18,4.4 and up
myAT&T,PRODUCTIVITY,3.7,80847,4,"50,000,000",Free,0,Everyone,Productivity,18-Jul-18,5.0 and up
MEGA,PRODUCTIVITY,4,549973,4,"50,000,000",Free,0,Everyone,Productivity,4-Jul-18,Varies with device
"Mobizen Screen Recorder - Record, Capture, Edit",PRODUCTIVITY,4.3,1827212,4,"50,000,000",Free,0,Everyone,Productivity,31-Jul-18,4.4 and up
MEGA,PRODUCTIVITY,4,549214,4,"50,000,000",Free,0,Everyone,Productivity,4-Jul-18,Varies with device
myAT&T,PRODUCTIVITY,3.7,80816,4,"50,000,000",Free,0,Everyone,Productivity,18-Jul-18,5.0 and up
QR Droid,PRODUCTIVITY,4.1,349151,4,"50,000,000",Free,0,Everyone,Productivity,1-Aug-18,Varies with device
Do It Later: Tasks & To-Dos,PRODUCTIVITY,4.5,123412,4,"50,000,000",Free,0,Everyone,Productivity,13-Apr-18,Varies with device
The Weather Channel: Rain Forecast & Storm Alerts,WEATHER,4.4,1558437,4.75,"50,000,000",Free,0,Everyone,Weather,1-Aug-18,Varies with device
AccuWeather: Daily Forecast & Live Weather Reports,WEATHER,4.4,2053404,4.75,"50,000,000",Free,0,Everyone,Weather,6-Aug-18,Varies with device
"GO Weather - Widget, Theme, Wallpaper, Efficient",WEATHER,4.5,1422858,4.75,"50,000,000",Free,0,Everyone,Weather,3-Aug-18,Varies with device
AccuWeather: Daily Forecast & Live Weather Reports,WEATHER,4.4,2052407,4.75,"50,000,000",Free,0,Everyone,Weather,2-Aug-18,Varies with device
Vigo Video,VIDEO_PLAYERS,4.3,1615596,4.65,"50,000,000",Free,0,Teen,Video Players & Editors,3-Aug-18,4.0.3 and up
MiniMovie - Free Video and Slideshow Editor,VIDEO_PLAYERS,4.5,504823,4.65,"50,000,000",Free,0,Everyone,Video Players & Editors,13-Dec-17,Varies with device
Vigo Video,VIDEO_PLAYERS,4.3,1615418,4.65,"50,000,000",Free,0,Teen,Video Players & Editors,3-Aug-18,4.0.3 and up
Ringdroid,VIDEO_PLAYERS,4.4,326232,4.65,"50,000,000",Free,0,Everyone,Video Players & Editors,3-Dec-16,Varies with device
"Dailyhunt (Newshunt) - Latest News, Viral Videos",NEWS_AND_MAGAZINES,4.3,948198,6.3,"50,000,000",Free,0,Teen,News & Magazines,19-Jul-18,Varies with device
Free GPS Navigation,MAPS_AND_NAVIGATION,4.2,618562,6.5,"50,000,000",Free,0,Everyone,Maps & Navigation,4-Jun-18,Varies with device
Chess Free,GAME,4.5,1375988,15,"50,000,000",Free,0,Everyone,Board,7-Jun-18,4.1 and up
ZenUI Launcher,PERSONALIZATION,4.7,1141545,15,"50,000,000",Free,0,Everyone,Personalization,31-Jul-18,Varies with device
APUS File Manager (Explorer),TOOLS,4.1,498894,10,"50,000,000",Free,0,Everyone,Tools,2-Aug-18,4.0.3 and up
Master for Minecraft(Pocket Edition)-Mod Launcher,TOOLS,4.6,2674051,26,"50,000,000",Free,0,Everyone,Tools,6-Aug-18,4.0.3 and up
Secure Folder,BUSINESS,3.8,14760,8.6,"50,000,000",Free,0,Everyone,Business,31-Jan-18,7.0 and up
Hotspot Shield Free VPN Proxy & Wi-Fi Security,TOOLS,4.2,1116393,8.2,"50,000,000",Free,0,Everyone,Tools,6-Aug-18,4.1 and up
Toca Kitchen 2,FAMILY,4.5,1014822,56,"50,000,000",Free,0,Everyone,Educational;Pretend Play,29-Jun-17,4.1 and up
Toca Kitchen 2,FAMILY,4.5,1014846,56,"50,000,000",Free,0,Everyone,Educational;Pretend Play,29-Jun-17,4.1 and up
Toca Kitchen 2,FAMILY,4.5,1013465,56,"50,000,000",Free,0,Everyone,Educational;Pretend Play,29-Jun-17,4.1 and up
Block Craft 3D: Building Simulator Games For Free,GAME,4.5,946926,57,"50,000,000",Free,0,Everyone,Simulation,5-Mar-18,4.0.3 and up
Block Craft 3D: Building Simulator Games For Free,GAME,4.5,946926,57,"50,000,000",Free,0,Everyone,Simulation,5-Mar-18,4.0.3 and up
Block Craft 3D: Building Simulator Games For Free,FAMILY,4.5,944661,57,"50,000,000",Free,0,Everyone,Simulation,5-Mar-18,4.0.3 and up
Tom's Love Letters,FAMILY,4.1,705805,35,"50,000,000",Free,0,Everyone,Entertainment,30-Apr-18,4.1 and up
Talking Tom Bubble Shooter,FAMILY,4.4,687136,54,"50,000,000",Free,0,Everyone,Casual,25-May-18,4.1 and up
Hungry Shark World,GAME,4.5,1242855,27,"50,000,000",Free,0,Teen,Action,18-Jul-18,4.2 and up
Hungry Shark World,GAME,4.5,1243017,27,"50,000,000",Free,0,Teen,Action,18-Jul-18,4.2 and up
Shoot Hunter-Gun Killer,GAME,4.3,320334,27,"50,000,000",Free,0,Teen,Action,8-Aug-18,4.1 and up
Hair Salon - Fun Games,FAMILY,3.8,484226,27,"50,000,000",Free,0,Teen,Casual,15-Jun-18,4.0 and up
My Telcel,TOOLS,3.1,45838,16,"50,000,000",Free,0,Everyone,Tools,25-Jul-18,4.1 and up
Alarm Clock: Stopwatch & Timer,PRODUCTIVITY,4.5,870928,16,"50,000,000",Free,0,Everyone,Productivity,8-Jun-18,4.1 and up
Motorola Alert,TOOLS,4.2,24199,3.9,"50,000,000",Free,0,Everyone,Tools,21-Nov-14,4.4 and up
Racing in Car 2,GAME,4.3,234110,38,"50,000,000",Free,0,Everyone,Racing,22-Nov-16,2.3.3 and up
Racing in Car 2,GAME,4.3,234589,38,"50,000,000",Free,0,Everyone,Racing,22-Nov-16,2.3.3 and up
Snake VS Block,GAME,4.2,422244,32,"50,000,000",Free,0,Teen,Arcade,23-Apr-18,4.1 and up
Gangstar Vegas - mafia game,GAME,4.5,4830407,32,"50,000,000",Free,0,Mature 17+,Action,25-May-18,Varies with device
KineMaster – Pro Video Editor,VIDEO_PLAYERS,4.5,1013867,32,"50,000,000",Free,0,Everyone,Video Players & Editors,3-Aug-18,4.1 and up
OLX - Buy and Sell,SHOPPING,4.2,857923,18,"50,000,000",Free,0,Everyone,Shopping,31-Jul-18,4.1 and up
Bad Piggies,FAMILY,4.3,1168959,66,"50,000,000",Free,0,Everyone,Puzzle,3-May-17,4.1 and up
Dr. Parking 4,GAME,4.4,475369,13,"50,000,000",Free,0,Everyone,Racing,6-Mar-18,4.0.3 and up
Photo Warp,FAMILY,3.7,353342,13,"50,000,000",Free,0,Everyone,Entertainment,24-Nov-17,4.0 and up
3D Tennis,SPORTS,4.2,1008012,13,"50,000,000",Free,0,Everyone,Sports,5-Dec-17,2.1 and up
NBA LIVE Mobile Basketball,SPORTS,4.4,1690802,58,"50,000,000",Free,0,Everyone,Sports,21-May-18,4.0 and up
"ooVoo Video Calls, Messaging & Stories",SOCIAL,4.3,1157004,34,"50,000,000",Free,0,Everyone,Social,16-Oct-17,4.3 and up
"ooVoo Video Calls, Messaging & Stories",SOCIAL,4.3,1157003,34,"50,000,000",Free,0,Everyone,Social,16-Oct-17,4.3 and up
aa,FAMILY,4.2,886418,6.5,"50,000,000",Free,0,Everyone,Strategy,30-Jun-18,4.1 and up
Geometry Dash Meltdown,GAME,4.6,1591129,48,"50,000,000",Free,0,Everyone,Arcade,22-Dec-17,4.0 and up
Angry Birds Friends,GAME,4.2,829753,48,"50,000,000",Free,0,Everyone,Arcade,19-Jun-18,4.1 and up
SpongeBob Diner Dash,FAMILY,4,576210,48,"50,000,000",Free,0,Everyone,Casual,22-Aug-13,2.3.3 and up
